Sentence,Target Index,Lemma,Category,Inflection Label,Word Form,Dimension,Source Type
Now he 's become charming,3,become,Verb,base,become,,NaturalWikiText
= = = = 2006 Ottawa municipal election = = = =,6,municipal,Noun,singular,municipal,,NaturalWikiText
= = = Philosophy of chemistry = = =,3,philosophy,Noun,base,philosophy,,NaturalWikiText
50 Rie is voiced by Hiromi Tsuru,3,voice,Noun,past,voiced,,NaturalWikiText
"Michigan beat the Aggies , 42 – 3",1,beat,Noun,positive,beat,,NaturalWikiText
He was finally dismissed for 178,3,dismiss,Verb,past,dismissed,,NaturalWikiText
Gigha Gaelic was studied extensively by N,3,study,Verb,past,studied,,NaturalWikiText
Regular plural formation :,0,regular,Noun,singular,regular,,NaturalWikiText
"Inafune 's supervisor was "" especially unsure "" about the usefulness of the Energy Tanks",14,tank,Noun,plural,tanks,,NaturalWikiText
Hopeville Pond was by the Mohegan Indians for fishing prior to the European colonization,8,fish,Noun,base,fishing,,NaturalWikiText
Re Fong Thin Choo [ 1991 ] 1 S,2,thin,Noun,positive,thin,,NaturalWikiText
is indicted for any crimes,4,crime,Noun,base,crimes,,NaturalWikiText
= = = The changeover period = = =,5,period,Noun,base,period,,NaturalWikiText
Angle is a Christian,0,angle,Verb,singular,angle,,NaturalWikiText
Shining wizard – 2003 – present,5,present,Noun,base,present,,NaturalWikiText
= = Addition of numbers = =,4,number,Noun,base,numbers,,NaturalWikiText
"@ 46 % ; fat , 3 @",4,fat,Noun,base,fat,,NaturalWikiText
"Cubitus ( Cu ) – fifth longitudinal vein , unbranched",5,fifth,Noun,singular,fifth,,NaturalWikiText
"design objects "" to Threes",1,object,Noun,plural,objects,,NaturalWikiText
= = = Interior design details = = =,3,interior,Noun,singular,interior,,NaturalWikiText
= = = Funding & financial information = = =,3,fund,Noun,base,funding,,NaturalWikiText
The depoliticizing of Indonesian society confined ethnic Chinese activities to the economic sector,6,ethnic,Noun,positive,ethnic,,NaturalWikiText
Raise Your Fist ( 2012 ),0,raise,Verb,base,raise,,NaturalWikiText
"From takeoff , the plane climbed normally",4,plane,Noun,positive,plane,,NaturalWikiText
Eurasian wrynecks measure about 16 @,2,measure,Noun,base,measure,,NaturalWikiText
"The extreme detour of the recurrent laryngeal nerves , about 4 @",1,extreme,Noun,singular,extreme,,NaturalWikiText
= September 11 attacks =,3,attack,Noun,base,attacks,,NaturalWikiText
"A bronze ram , 1 @",1,bronze,Noun,singular,bronze,,NaturalWikiText
"Trophée des Champions : 2006 , 2007",2,champion,Noun,base,champions,,NaturalWikiText
= 1981 Entumbane Uprising =,3,uprise,Verb,base,uprising,,NaturalWikiText
= = = April 2008 norovirus outbreak = = =,6,outbreak,Verb,base,outbreak,,NaturalWikiText
@ 5 @-@ mile ( 2 @,3,mile,Noun,singular,mile,,NaturalWikiText
= = = North Sea operations = = =,4,sea,Noun,singular,sea,,NaturalWikiText
was to purchase Armor Holdings for £ 2 @,2,purchase,Noun,base,purchase,,NaturalWikiText
"1961 , replacing NY 119A",2,replace,Verb,base,replacing,,NaturalWikiText
Noise Reduction Analysis,0,noise,Noun,base,noise,,NaturalWikiText
I surpassed yesterday.,1,surpass,Verb,past,surpassed,Tense/Aspect,Template
Shatapatha Brahmana ( Verse 3 @,3,verse,Noun,singular,verse,,NaturalWikiText
""" Job Mob "" – 4 : 57",1,job,Noun,singular,job,,NaturalWikiText
I wanted to experiment,3,experiment,Noun,base,experiment,,NaturalWikiText
The rib @-@ vaulted ceiling rises 30 feet ( 9 @,4,ceiling,Noun,singular,ceiling,,NaturalWikiText
Makes some mistakes because of overeagerness,0,make,Verb,base,makes,,NaturalWikiText
"[ A ] Danziger Projects , New York , 2008",4,project,Noun,plural,projects,,NaturalWikiText
Jenson Vaughan – songwriter,3,songwriter,Noun,singular,songwriter,,NaturalWikiText
Programming – Kristopher Pooley,0,program,Noun,base,programming,,NaturalWikiText
Warrior Soul ( 2006 ),0,warrior,Noun,singular,warrior,,NaturalWikiText
= = = ' Operation Clean @-@ Sweep ' : 1983 = = =,5,clean,Noun,base,clean,,NaturalWikiText
"pedatifolia , origin : Querétaro , Mexico",2,origin,Noun,singular,origin,,NaturalWikiText
@ 2 litre engines,3,engine,Noun,plural,engines,,NaturalWikiText
The Third Eye,2,eye,Noun,singular,eye,,NaturalWikiText
= = = Harbour tenaille trace = = =,3,harbour,Noun,base,harbour,,NaturalWikiText
= = 15th Light Dragoons = =,3,light,Noun,positive,light,,NaturalWikiText
A Fable for Critics ( 1848 ),3,critic,Noun,plural,critics,,NaturalWikiText
"Roger Kellaway – piano ( 1 , 2 ) , organ ( 2 )",10,organ,Noun,singular,organ,,NaturalWikiText
"Neill discarded many kinds of dogma ( "" discipline ,",8,discipline,Noun,base,discipline,,NaturalWikiText
"coli : ~ 4 @,@ 000 , yeast : ~ 6 @,@ 000 , human : ~ 20 @,@ 000 )",14,human,Verb,singular,human,,NaturalWikiText
"However , the primary product of glycogen breakdown is glucose @-@ 1 @-@ phosphate",3,primary,Noun,positive,primary,,NaturalWikiText
"Japa : mantra repetition , reciting prayers or knowledge",8,knowledge,Noun,singular,knowledge,,NaturalWikiText
CDT on August 7 ),2,august,Verb,positive,august,,NaturalWikiText
"= = = Life 's a Glitch , Then You Die = = =",10,die,Verb,singular,die,,NaturalWikiText
By 1913 the Welsh collieries were extracting 56 @,3,welsh,Verb,base,welsh,,NaturalWikiText
= = 15th Light Dragoons = =,3,lightbulb,Noun,plural,light,,NaturalWikiText
"On November 11 , 2013 , Striebel was traded to the New York Lizards",8,trade,Noun,past,traded,,NaturalWikiText
"Here , MD 2 / MD 4 crosses MD 231",7,crosse,Noun,plural,crosses,,NaturalWikiText
The Republicans swept the legislative elections,1,republican,Noun,plural,republicans,,NaturalWikiText
Capitol Mall east of postmile 0 @,0,capitol,Noun,singular,capitol,,NaturalWikiText
"Kenneth Ascher – string arrangements ( 3 , 5 )",3,string,Noun,base,string,,NaturalWikiText
= = = Reptilian parietal eye = = =,5,eye,Noun,singular,eye,,NaturalWikiText
Yami is also the ruler of the demons,4,ruler,Noun,base,ruler,,NaturalWikiText
Waterfront property was the most highly valued,1,property,Noun,singular,property,,NaturalWikiText
Permanent Subcommittee on Investigations,0,permanent,Verb,singular,permanent,,NaturalWikiText
= = = The tomb of Sultan Sulaiman Shah = = =,4,tomb,Noun,singular,tomb,,NaturalWikiText
) The law amended 18 U,2,law,Noun,singular,law,,NaturalWikiText
= = Pandora 's Box = =,4,box,Noun,base,box,,NaturalWikiText
= = = The Jimi Hendrix Experience = = =,6,experience,Noun,singular,experience,,NaturalWikiText
"Khan , Aamir ( 12 January 2010 )",0,khan,Noun,singular,khan,,NaturalWikiText
Practical Protein Crystallography,0,practical,Noun,positive,practical,,NaturalWikiText
The canopy was adapted from the Hawker Tempest fighter,8,fighter,Noun,singular,fighter,,NaturalWikiText
"Zhang 's contemporary , Du Shi , ( d",2,contemporary,Noun,positive,contemporary,,NaturalWikiText
Electra corresponds roughly to the plot of Aeschylus ' Libation Bearers,5,plot,Noun,singular,plot,,NaturalWikiText
""" Revolutionary is a homage to Angela Davis",1,revolutionary,Noun,singular,revolutionary,,NaturalWikiText
"Instruments – Mikkel Eriksen , Tor Erik Hermansen",0,instrument,Noun,base,instruments,,NaturalWikiText
= = = The Holocaust events = = =,5,event,Noun,plural,events,,NaturalWikiText
The composition date of Yoga Yajnavalkya is unclear,2,date,Noun,base,date,,NaturalWikiText
"Thomas Alcock ( 1709 – 1798 ) , Vicar of Runcorn , writer , cider maker",12,writer,Noun,singular,writer,,NaturalWikiText
Quit the government,0,quit,Verb,positive,quit,,NaturalWikiText
""" Opening Suite "" – 3 : 33",1,opening,Noun,singular,opening,,NaturalWikiText
Donaldson International Airways,1,international,Noun,singular,international,,NaturalWikiText
Du Bois opposed the U,2,oppose,Verb,past,opposed,,NaturalWikiText
The costs were covered by NOK 2 @,1,cost,Verb,plural,costs,,NaturalWikiText
= New Orleans Mint =,3,mint,Noun,positive,mint,,NaturalWikiText
Public Storage Inc,1,storage,Noun,singular,storage,,NaturalWikiText
""" He further explained :",2,away,Adjective,positive,further,,NaturalWikiText
I submitted yesterday.,1,submit,Verb,past,submitted,Tense/Aspect,Template
The Pirate Movie ( 1982 film ),2,movie,Noun,singular,movie,,NaturalWikiText
= = = Independence Day before Independence = = =,4,daytrade,Noun,plural,day,,NaturalWikiText
Arms of Hugh le Despencer,0,arm,Noun,plural,arms,,NaturalWikiText
Interdisciplinary Studies Centers :,1,study,Verb,base,studies,,NaturalWikiText
The Legend of Zelda : Skyward Sword,6,sword,Noun,singular,sword,,NaturalWikiText
"Range : 900 mi ( 783 nmi , 1 @,@ 450 km )",0,range,Noun,base,range,,NaturalWikiText
Navy photographer 's mate Arthur W,3,mate,Noun,singular,mate,,NaturalWikiText
", the exhausted delegates adjourned",3,delegate,Noun,base,delegates,,NaturalWikiText
""" Pride of the Wolverines "" ( 1926 )",1,pride,Noun,singular,pride,,NaturalWikiText
Coates is initially friendly towards Doggett,3,friendly,Noun,positive,friendly,,NaturalWikiText
"Kubinka Tank Museum , Russia",1,tank,Noun,base,tank,,NaturalWikiText
= Baby Jesus theft =,1,baby,Noun,base,baby,,NaturalWikiText
The side chapels were consecrated to SS,1,side,Noun,singular,side,,NaturalWikiText
Interstate 29 enters Iowa south of Hamburg,2,enter,Verb,base,enters,,NaturalWikiText
Wieder 's chest,2,chest,Noun,singular,chest,,NaturalWikiText
June 1894 marked the publication of William H,2,marke,Noun,past,marked,,NaturalWikiText
@ 77 mm broad,3,broad,Noun,singular,broad,,NaturalWikiText
"= = = Idaho , Utah , Colorado = = =",7,colorado,Noun,singular,colorado,,NaturalWikiText
Pickett 's Charge was a bloodbath,2,charge,Noun,base,charge,,NaturalWikiText
integrifolia is a highly variable species,4,variable,Noun,positive,variable,,NaturalWikiText
waiting for a kidney transplant ),0,waite,Verb,base,waiting,,NaturalWikiText
= = Rail improvement strategies = =,2,rail,Noun,base,rail,,NaturalWikiText
= = Connection to The Tales of Ise = =,5,tale,Noun,base,tales,,NaturalWikiText
= Wonderland ( Faryl Smith album ) =,4,smith,Noun,singular,smith,,NaturalWikiText
The cargo hold was 30 feet ( 9 @,2,hold,Verb,base,hold,,NaturalWikiText
= Principe Amedeo @-@ class ironclad =,4,class,Noun,positive,class,,NaturalWikiText
"@ 2 points , 11 @",2,point,Noun,base,points,,NaturalWikiText
Winchester 's harder to find,4,find,Noun,base,find,,NaturalWikiText
Near Kersal Moor the Broughton archers fix,0,near,Verb,base,near,,NaturalWikiText
"The 1920 reverse , by Engraver George T",2,reverse,Noun,base,reverse,,NaturalWikiText
oxycoccoides from central New South Wales,5,wale,Noun,plural,wales,,NaturalWikiText
= = = New gameplay features = = =,5,feature,Noun,plural,features,,NaturalWikiText
NY 122 ends 1 @,2,end,Noun,plural,ends,,NaturalWikiText
= = = Disney Parks attraction = = =,4,park,Noun,base,parks,,NaturalWikiText
Tooms flees without attacking anyone,3,attack,Noun,base,attacking,,NaturalWikiText
Lowndes to write to Silberkleit,2,write,Verb,base,write,,NaturalWikiText
= = Province of Pennsylvania = =,2,province,Noun,singular,province,,NaturalWikiText
The dew point is a saturation point,2,point,Noun,base,point,,NaturalWikiText
@ 7 million kilometers,3,kilometer,Noun,plural,kilometers,,NaturalWikiText
' s YouTube channel,3,channel,Noun,singular,channel,,NaturalWikiText
Harry Basset was bred either by R,0,harry,Verb,base,harry,,NaturalWikiText
= Sonic Adventure 2 =,2,adventure,Noun,singular,adventure,,NaturalWikiText
She was then scuttled by HMS Hero,0,she,Noun,singular,she,,NaturalWikiText
Professor Layton vs,0,professor,Noun,singular,professor,,NaturalWikiText
Free ! ( Rin Matsuoka ),0,free,Noun,base,free,,NaturalWikiText
"Substituting these relations into the previous expression , we find",9,find,Noun,base,find,,NaturalWikiText
Reproduction appears to be influenced by geography,4,influence,Noun,past,influenced,,NaturalWikiText
"@ 10 % Jews , 0 @",3,jew,Verb,base,jews,,NaturalWikiText
He ceased to represent the U,1,cease,Verb,past,ceased,,NaturalWikiText
"Pleasant Stream , a tributary of Lycoming Creek , is the watershed to the north",1,stream,Verb,base,stream,,NaturalWikiText
] shows the reunion hasn 't been completely without merit,1,show,Verb,base,shows,,NaturalWikiText
= A Very Glee Christmas =,3,glee,Noun,singular,glee,,NaturalWikiText
Gilly is upset by the breakup,2,upset,Verb,positive,upset,,NaturalWikiText
= = = Reign of Piedras Negras = = =,3,reign,Noun,base,reign,,NaturalWikiText
The half cent was abolished,1,half,Noun,positive,half,,NaturalWikiText
We couldn 't rehearse without a drummer,6,drummer,Noun,singular,drummer,,NaturalWikiText
@ 9 million for the rapid transit solution,5,rapid,Noun,positive,rapid,,NaturalWikiText
@ 3 km / h ) pace,6,pace,Noun,base,pace,,NaturalWikiText
Forestry plantations of pine ( Pinus spp,3,pine,Noun,singular,pine,,NaturalWikiText
"the most sought @-@ after of the Doyle daughters """,2,seek,Verb,past,sought,,NaturalWikiText
I wasn 't addressing the whole world,5,whole,Noun,singular,whole,,NaturalWikiText
"Ocular clonus plus agitation or diaphoresis , or",2,plus,Noun,singular,plus,,NaturalWikiText
Carlsen 's assault on the throne,5,throne,Noun,base,throne,,NaturalWikiText
"The "" Sing to me , Mr",2,sing,Verb,singular,sing,,NaturalWikiText
Core or iron losses : RC,0,core,Noun,singular,core,,NaturalWikiText
= Cape Fear shiner =,1,cape,Noun,singular,cape,,NaturalWikiText
"1794 ( April 22 ) Pittsburgh borough , Allegheny County , Pennsylvania",6,borough,Noun,singular,borough,,NaturalWikiText
", the wind , breeze , tempest etc",2,wind,Verb,singular,wind,,NaturalWikiText
= American Sign Language =,3,language,Noun,base,language,,NaturalWikiText
= = = Dietary reference intake = = =,4,reference,Noun,singular,reference,,NaturalWikiText
"Richard "" Dick "" Turpin ( bapt",2,dick,Verb,base,dick,,NaturalWikiText
"The squadron was transferred to Townsville , Queensland , on 11 December 1942",3,transfer,Verb,past,transferred,,NaturalWikiText
The story of Dr,1,story,Noun,singular,story,,NaturalWikiText
", who resigned on December 5 , 2008",1,who,Noun,singular,who,,NaturalWikiText
"Accordingly , the appeal was dismissed",5,dismiss,Verb,past,dismissed,,NaturalWikiText
= The Tales of Beedle the Bard =,2,tale,Noun,plural,tales,,NaturalWikiText
= = = Anton Anderson Memorial Tunnel = = =,6,tunnel,Noun,base,tunnel,,NaturalWikiText
He is a passionate musician,4,musician,Noun,singular,musician,,NaturalWikiText
@ 39 @-@ metre ( 7 @,3,metre,Noun,base,metre,,NaturalWikiText
Étienne d 'Hastrel descended from a family of rural notables,8,rural,Noun,positive,rural,,NaturalWikiText
= = Chief of the Air Staff = =,2,chief,Noun,positive,chief,,NaturalWikiText
Credits for Looking 4 Myself adapted from Allmusic,2,look,Verb,base,looking,,NaturalWikiText
"Ultimately , the honour went to noitulovE",4,went,Noun,singular,went,,NaturalWikiText
"Before they did """,2,de,Verb,past,did,,NaturalWikiText
Most easy of cultivation is the Narcissus,1,easy,Noun,singular,easy,,NaturalWikiText
= = = The Chongqing model = = =,5,model,Noun,positive,model,,NaturalWikiText
Media accreditation was available online until 17 October 2008,4,online,Verb,positive,online,,NaturalWikiText
"On February 7 , 2014 , he was re @-@ acquired by the D @-@ Fenders",10,acquire,Verb,past,acquired,,NaturalWikiText
diglossic usage of a language ),4,language,Noun,singular,language,,NaturalWikiText
Monetary losses from the floods exceeded $ 2 million,4,flood,Noun,base,floods,,NaturalWikiText
@ 0 ft ) thick,4,thick,Noun,singular,thick,,NaturalWikiText
The 2002 extension of US 127 to replace US 27 also led to the redesignation of business loops to their current monikers,7,replace,Verb,base,replace,,NaturalWikiText
= = = Three @-@ cushion billiards = = =,3,three,Noun,singular,three,,NaturalWikiText
Children 's Hospital ( 1923 ),2,hospital,Noun,positive,hospital,,NaturalWikiText
@ 1421 litres ) of peas daily,6,daily,Noun,positive,daily,,NaturalWikiText
Convection subsequently increased,2,increase,Verb,past,increased,,NaturalWikiText
32 ( General Reconnaissance ) Squadron,2,general,Noun,positive,general,,NaturalWikiText
Their decree nisi was granted on 8 November 1968,4,grant,Verb,past,granted,,NaturalWikiText
He was almost all the world to me,2,almost,Noun,singular,almost,,NaturalWikiText
The eruption of 1790 has a VEI of 4,4,have,Verb,base,has,,NaturalWikiText
The baculum ( penis bone ) is about 0 @,4,bone,Verb,positive,bone,,NaturalWikiText
"Loneliness is the central element of the film , according to Shinkai",4,element,Noun,base,element,,NaturalWikiText
"shall also be possible """,3,possible,Noun,positive,possible,,NaturalWikiText
"Kellex 's technical director , Percival C",2,technical,Noun,positive,technical,,NaturalWikiText
""" Speaking of Utility """,1,speak,Verb,base,speaking,,NaturalWikiText
= = = Theory of meaning = = =,5,meaning,Noun,positive,meaning,,NaturalWikiText
= = Effect on tax incidence = =,4,tax,Noun,singular,tax,,NaturalWikiText
= Antarctica : Empire of the Penguin =,3,empire,Noun,positive,empire,,NaturalWikiText
The Youth Olympic Flame was then finally extinguished to the sounds of a flugelhorn,10,sound,Noun,base,sounds,,NaturalWikiText
The Arabian is a versatile breed,5,breed,Verb,singular,breed,,NaturalWikiText
The premise of the underlying plot was somewhat unrealistic,5,plot,Noun,singular,plot,,NaturalWikiText
The funeral was conducted by the Rev,1,funeral,Noun,positive,funeral,,NaturalWikiText
Living My Life,0,live,Verb,base,living,,NaturalWikiText
The gorge is susceptible to flooding,5,flooding,Noun,singular,flooding,,NaturalWikiText
I wanted to be gay,4,gay,Noun,base,gay,,NaturalWikiText
= = = = The characteristics of a Jivanmukta = = = =,5,characteristic,Noun,plural,characteristics,,NaturalWikiText
I evacuated yesterday.,1,evacuate,Verb,past,evacuated,Tense/Aspect,Template
citizenship via the Citizenship Clause ),4,clause,Noun,base,clause,,NaturalWikiText
