Sentence,Target Index,Lemma,Category,Inflection Label,Word Form,Source Type
"Northanger Abbey ( 1818 , posthumous )",1,abbey,Noun,singular,abbey,NaturalWikiText
"Another brother , Reginald , was the abbot of Evesham Abbey",10,abbey,Noun,singular,abbey,NaturalWikiText
= Northanger Abbey ( 2007 film ) =,2,abbey,Noun,singular,abbey,NaturalWikiText
= = = Abbey of Thelema : 1920 – 23 = = =,3,abbey,Noun,singular,abbey,NaturalWikiText
Destiny 's Child Medley :,0,destiny,Noun,singular,destiny,NaturalWikiText
= = = 1997 – 2001 : Destiny 's Child = = =,7,destiny,Noun,singular,destiny,NaturalWikiText
Destiny 's Child ( Honolulu ),0,destiny,Noun,singular,destiny,NaturalWikiText
= Destiny 's Child =,1,destiny,Noun,singular,destiny,NaturalWikiText
"— Destiny 's Child , MTV",1,destiny,Noun,singular,destiny,NaturalWikiText
The diameter of the rotunda is 10 @,1,diameter,Noun,singular,diameter,NaturalWikiText
"@ 2 @-@ kilogram ( 14 lb ) , 89 @-@ millimetre @-@ diameter ( 3 @",13,diameter,Noun,singular,diameter,NaturalWikiText
Fuselage diameter : 6 @,1,diameter,Noun,singular,diameter,NaturalWikiText
The slope is inversely proportional to some power of the diameter D :,10,diameter,Noun,singular,diameter,NaturalWikiText
Propeller diameter : 3 @,1,diameter,Noun,singular,diameter,NaturalWikiText
= = = Development of the oxygen torpedo = = =,7,torpedo,Verb,base,torpedo,NaturalWikiText
Los ! ( sometimes Torpedo,4,torpedo,Verb,base,torpedo,NaturalWikiText
"On November 7 , 1989 , Torpedo",6,torpedo,Verb,base,torpedo,NaturalWikiText
"@ 2 cm ) , Torpedo",5,torpedo,Verb,base,torpedo,NaturalWikiText
1 × torpedo or,2,torpedo,Verb,base,torpedo,NaturalWikiText
= = = Development of the oxygen torpedo = = =,7,torpedo,Verb,singular,torpedo,NaturalWikiText
Los ! ( sometimes Torpedo,4,torpedo,Verb,singular,torpedo,NaturalWikiText
"On November 7 , 1989 , Torpedo",6,torpedo,Verb,singular,torpedo,NaturalWikiText
"@ 2 cm ) , Torpedo",5,torpedo,Verb,singular,torpedo,NaturalWikiText
1 × torpedo or,2,torpedo,Verb,singular,torpedo,NaturalWikiText
Help economic regeneration,0,help,Noun,base,help,NaturalWikiText
""" Lester subsequently directed the Beatles ' 1965 film , Help !",10,help,Noun,base,help,NaturalWikiText
"' or ' Help Me , Rhonda '",3,help,Noun,base,help,NaturalWikiText
""" You Gonna Need My Help "" ( Waters ) – 3 : 09",5,help,Noun,base,help,NaturalWikiText
""" Credit Suisse conspired to help U",5,help,Noun,base,help,NaturalWikiText
Help economic regeneration,0,help,Noun,singular,help,NaturalWikiText
""" Lester subsequently directed the Beatles ' 1965 film , Help !",10,help,Noun,singular,help,NaturalWikiText
"' or ' Help Me , Rhonda '",3,help,Noun,singular,help,NaturalWikiText
""" You Gonna Need My Help "" ( Waters ) – 3 : 09",5,help,Noun,singular,help,NaturalWikiText
""" Credit Suisse conspired to help U",5,help,Noun,singular,help,NaturalWikiText
114 MCRU directed the Sabre fighters of Nos,5,fighter,Noun,plural,fighters,NaturalWikiText
The 20 fighters from II,2,fighter,Noun,plural,fighters,NaturalWikiText
2 × Sopwith Snipe fighters,4,fighter,Noun,plural,fighters,NaturalWikiText
fighters circling above,0,fighter,Noun,plural,fighters,NaturalWikiText
42 biplane fighters,2,fighter,Noun,plural,fighters,NaturalWikiText
@ 7 million kilometers,3,kilometer,Noun,plural,kilometers,NaturalWikiText
@ 59 million kilometers ( ± 0 @,3,kilometer,Noun,plural,kilometers,NaturalWikiText
@ 31 million kilometers ),3,kilometer,Noun,plural,kilometers,NaturalWikiText
Haifa is about 90 kilometers ( 55 @,4,kilometer,Noun,plural,kilometers,NaturalWikiText
@ 2 million kilometers from Vesta,3,kilometer,Noun,plural,kilometers,NaturalWikiText
@ 1 inches ( 2 @,2,inch,Noun,plural,inches,NaturalWikiText
@ 2 inches ( 590 mm ),2,inch,Noun,plural,inches,NaturalWikiText
@ 5 cm ) by 2 feet 11 inches ( 88 @,8,inch,Noun,plural,inches,NaturalWikiText
@ 93 inches / 979 @,2,inch,Noun,plural,inches,NaturalWikiText
@ 71 inches ( 17 @,2,inch,Noun,plural,inches,NaturalWikiText
@ 1 inches ( 2 @,2,inch,Noun,base,inches,NaturalWikiText
@ 2 inches ( 590 mm ),2,inch,Noun,base,inches,NaturalWikiText
@ 5 cm ) by 2 feet 11 inches ( 88 @,8,inch,Noun,base,inches,NaturalWikiText
@ 93 inches / 979 @,2,inch,Noun,base,inches,NaturalWikiText
@ 71 inches ( 17 @,2,inch,Noun,base,inches,NaturalWikiText
Media scholar Dr,1,scholar,Noun,singular,scholar,NaturalWikiText
He was a 2001 USILA Scholar All @-@ American,5,scholar,Noun,singular,scholar,NaturalWikiText
"However , the literary scholar C",4,scholar,Noun,singular,scholar,NaturalWikiText
Scholar Selwyn R,0,scholar,Noun,singular,scholar,NaturalWikiText
African @-@ American literature scholar Selwyn R,4,scholar,Noun,singular,scholar,NaturalWikiText
destroyer squadron sent overseas,2,send,Verb,past,sent,NaturalWikiText
destroyer squadron sent overseas,2,send,Verb,past,sent,NaturalWikiText
The Scottish Parliament sent commissioners to London to represent Scotland 's interests to the English Parliament,3,send,Verb,past,sent,NaturalWikiText
The British sent Stimson a photocopy on 18 July 1945,2,send,Verb,past,sent,NaturalWikiText
Urrea sent the infantry after them,1,send,Verb,past,sent,NaturalWikiText
The largest investor was William Larimer Mellon of the Pittsburgh Mellon banking family,1,large,Adjective,positive,largest,NaturalWikiText
The largest shareholder is the Government of Kenya ( 29 @,1,large,Adjective,positive,largest,NaturalWikiText
"@ 027 trillion , the third @-@ largest by purchasing power parity , or PPP",7,large,Adjective,positive,largest,NaturalWikiText
China is the world 's largest carbon dioxide emitter,5,large,Adjective,positive,largest,NaturalWikiText
Many of the largest financial institutions ( e,3,large,Adjective,positive,largest,NaturalWikiText
government to attempt to mediate the conflicts,2,attempt,Verb,base,attempt,NaturalWikiText
= = = NHL comeback attempt = = =,5,attempt,Verb,base,attempt,NaturalWikiText
attempt to dominate the Third World,0,attempt,Verb,base,attempt,NaturalWikiText
= = = Previous production attempt = = =,5,attempt,Verb,base,attempt,NaturalWikiText
"According to Breen , "" The attempt was a failure",6,attempt,Verb,base,attempt,NaturalWikiText
government to attempt to mediate the conflicts,2,attempt,Verb,singular,attempt,NaturalWikiText
= = = NHL comeback attempt = = =,5,attempt,Verb,singular,attempt,NaturalWikiText
attempt to dominate the Third World,0,attempt,Verb,singular,attempt,NaturalWikiText
= = = Previous production attempt = = =,5,attempt,Verb,singular,attempt,NaturalWikiText
"According to Breen , "" The attempt was a failure",6,attempt,Verb,singular,attempt,NaturalWikiText
= = = CNS Special Operations Center = = =,4,special,Noun,base,special,NaturalWikiText
"Special Operations Command ( USSOCOM ) , from September 2 , 2003 until July 9 , 2007",0,special,Noun,base,special,NaturalWikiText
Special Operations Command,0,special,Noun,base,special,NaturalWikiText
Special Operations Command,0,special,Noun,base,special,NaturalWikiText
Special Operations Command,0,special,Noun,base,special,NaturalWikiText
= = = CNS Special Operations Center = = =,4,special,Noun,singular,special,NaturalWikiText
"Special Operations Command ( USSOCOM ) , from September 2 , 2003 until July 9 , 2007",0,special,Noun,singular,special,NaturalWikiText
Special Operations Command,0,special,Noun,singular,special,NaturalWikiText
Special Operations Command,0,special,Noun,singular,special,NaturalWikiText
Special Operations Command,0,special,Noun,singular,special,NaturalWikiText
= = = CNS Special Operations Center = = =,4,special,Noun,positive,special,NaturalWikiText
"Special Operations Command ( USSOCOM ) , from September 2 , 2003 until July 9 , 2007",0,special,Noun,positive,special,NaturalWikiText
Special Operations Command,0,special,Noun,positive,special,NaturalWikiText
Special Operations Command,0,special,Noun,positive,special,NaturalWikiText
Special Operations Command,0,special,Noun,positive,special,NaturalWikiText
The traditional explanation is the earldom hypothesis,1,traditional,Noun,singular,traditional,NaturalWikiText
= = = Traditional genealogies reconsidered = = =,3,traditional,Noun,singular,traditional,NaturalWikiText
A traditional form of the rhyme reads :,1,traditional,Noun,singular,traditional,NaturalWikiText
"On 1 January 1806 , France reverted to the traditional timekeeping",9,traditional,Noun,singular,traditional,NaturalWikiText
Wollstonecraft rewrites the traditional narrative of the redeemed prostitute ( e,3,traditional,Noun,singular,traditional,NaturalWikiText
The traditional explanation is the earldom hypothesis,1,traditional,Noun,positive,traditional,NaturalWikiText
= = = Traditional genealogies reconsidered = = =,3,traditional,Noun,positive,traditional,NaturalWikiText
A traditional form of the rhyme reads :,1,traditional,Noun,positive,traditional,NaturalWikiText
"On 1 January 1806 , France reverted to the traditional timekeeping",9,traditional,Noun,positive,traditional,NaturalWikiText
Wollstonecraft rewrites the traditional narrative of the redeemed prostitute ( e,3,traditional,Noun,positive,traditional,NaturalWikiText
= = Acquisition by Canadian Pacific Railway = =,6,railway,Noun,singular,railway,NaturalWikiText
= = = = Warmsworth railway viaducts = = = =,5,railway,Noun,singular,railway,NaturalWikiText
"The railway 's losses totaled about $ 200 @,@ 000",1,railway,Noun,singular,railway,NaturalWikiText
"926 , Repton , is owned by the North Yorkshire Moors Railway",11,railway,Noun,singular,railway,NaturalWikiText
= Anglesey Central Railway =,3,railway,Noun,singular,railway,NaturalWikiText
Côte d 'Ivoire experienced economic growth of 11 – 12 % from 1960 to 1965,3,experience,Noun,past,experienced,NaturalWikiText
= The Experienced English Housekeeper =,2,experience,Noun,past,experienced,NaturalWikiText
He also experienced stunted growth,2,experience,Noun,past,experienced,NaturalWikiText
Helens experienced a magnitude 4 @,1,experience,Noun,past,experienced,NaturalWikiText
Southeastern Virginia experienced tides 2 to 4 ft ( 0 @,2,experience,Noun,past,experienced,NaturalWikiText
"The only well @-@ supported species , I",2,well,Noun,base,well,NaturalWikiText
"The only well @-@ accepted North American species of Iguanodon , I",2,well,Noun,base,well,NaturalWikiText
He was responding well to antibiotics,3,well,Noun,base,well,NaturalWikiText
All was well,2,well,Noun,base,well,NaturalWikiText
Completely Well ( 1969 ),1,well,Noun,base,well,NaturalWikiText
"The only well @-@ supported species , I",2,well,Noun,positive,well,NaturalWikiText
"The only well @-@ accepted North American species of Iguanodon , I",2,well,Noun,positive,well,NaturalWikiText
He was responding well to antibiotics,3,well,Noun,positive,well,NaturalWikiText
All was well,2,well,Noun,positive,well,NaturalWikiText
Completely Well ( 1969 ),1,well,Noun,positive,well,NaturalWikiText
"The only well @-@ supported species , I",2,well,Noun,singular,well,NaturalWikiText
"The only well @-@ accepted North American species of Iguanodon , I",2,well,Noun,singular,well,NaturalWikiText
He was responding well to antibiotics,3,well,Noun,singular,well,NaturalWikiText
All was well,2,well,Noun,singular,well,NaturalWikiText
Completely Well ( 1969 ),1,well,Noun,singular,well,NaturalWikiText
= Sunda slow loris =,2,slow,Verb,base,slow,NaturalWikiText
"pygmaeus ) , Bornean slow loris ( N",4,slow,Verb,base,slow,NaturalWikiText
""" Slow Life "" – 6 : 59",1,slow,Verb,base,slow,NaturalWikiText
The slow worm reproduction ( Anguis sp,1,slow,Verb,base,slow,NaturalWikiText
"They were slow under sail , only 6 @",2,slow,Verb,base,slow,NaturalWikiText
= Sunda slow loris =,2,slow,Verb,positive,slow,NaturalWikiText
"pygmaeus ) , Bornean slow loris ( N",4,slow,Verb,positive,slow,NaturalWikiText
""" Slow Life "" – 6 : 59",1,slow,Verb,positive,slow,NaturalWikiText
The slow worm reproduction ( Anguis sp,1,slow,Verb,positive,slow,NaturalWikiText
"They were slow under sail , only 6 @",2,slow,Verb,positive,slow,NaturalWikiText
= Sunda slow loris =,2,slow,Verb,singular,slow,NaturalWikiText
"pygmaeus ) , Bornean slow loris ( N",4,slow,Verb,singular,slow,NaturalWikiText
""" Slow Life "" – 6 : 59",1,slow,Verb,singular,slow,NaturalWikiText
The slow worm reproduction ( Anguis sp,1,slow,Verb,singular,slow,NaturalWikiText
"They were slow under sail , only 6 @",2,slow,Verb,singular,slow,NaturalWikiText
"3rd & 10th Casualty Clearing Stations , RAMC",5,station,Verb,base,stations,NaturalWikiText
= = = Photovoltaic power stations = = =,5,station,Verb,base,stations,NaturalWikiText
= = = Aviation Weather Stations ( 1931 – 1954 ) = = =,5,station,Verb,base,stations,NaturalWikiText
Jackson specials aired on television stations around the world,5,station,Verb,base,stations,NaturalWikiText
@ 8 million impressions on 145 stations,6,station,Verb,base,stations,NaturalWikiText
O 'Hara by the Michigan Legislature,5,legislature,Noun,singular,legislature,NaturalWikiText
= = = = South Carolina Legislature = = = =,6,legislature,Noun,singular,legislature,NaturalWikiText
The legislature overrode the veto,1,legislature,Noun,singular,legislature,NaturalWikiText
Legislative : The legislature of India is the bicameral parliament,3,legislature,Noun,singular,legislature,NaturalWikiText
Fletcher applauded the legislature 's efficiency,3,legislature,Noun,singular,legislature,NaturalWikiText
@ 4 out of 10,2,out,Noun,base,out,NaturalWikiText
@ 5 out of 5,2,out,Noun,base,out,NaturalWikiText
@ 5 out of 5,2,out,Noun,base,out,NaturalWikiText
"out of the water """,0,out,Noun,base,out,NaturalWikiText
@ 1 out of 10,2,out,Noun,base,out,NaturalWikiText
@ 4 out of 10,2,out,Noun,singular,out,NaturalWikiText
@ 5 out of 5,2,out,Noun,singular,out,NaturalWikiText
@ 5 out of 5,2,out,Noun,singular,out,NaturalWikiText
"out of the water """,0,out,Noun,singular,out,NaturalWikiText
@ 1 out of 10,2,out,Noun,singular,out,NaturalWikiText
@ 4 out of 10,2,out,Noun,positive,out,NaturalWikiText
@ 5 out of 5,2,out,Noun,positive,out,NaturalWikiText
@ 5 out of 5,2,out,Noun,positive,out,NaturalWikiText
"out of the water """,0,out,Noun,positive,out,NaturalWikiText
@ 1 out of 10,2,out,Noun,positive,out,NaturalWikiText
Retrieved 10 April 2007,0,retrieve,Verb,past,retrieved,NaturalWikiText
Retrieved 10 April 2007,0,retrieve,Verb,past,retrieved,NaturalWikiText
Retrieved 10 April 2007,0,retrieve,Verb,past,retrieved,NaturalWikiText
Retrieved 10 April 2007,0,retrieve,Verb,past,retrieved,NaturalWikiText
Retrieved 10 April 2007,0,retrieve,Verb,past,retrieved,NaturalWikiText
Dharmendra as Veeru,1,ave,Noun,base,as,NaturalWikiText
Hema Malini as Basanti,2,ave,Noun,base,as,NaturalWikiText
hygrometricus as inedible,1,ave,Noun,base,as,NaturalWikiText
As of the 2006 U,0,ave,Noun,base,as,NaturalWikiText
= = = As a satire of society = = =,3,ave,Noun,base,as,NaturalWikiText
Development lasted 10 months,1,last,Verb,past,lasted,NaturalWikiText
"From formation to dissipation , Doreen lasted 16 @",6,last,Verb,past,lasted,NaturalWikiText
"However , principal photography for the film lasted from October 19 to November 24 , 1998",7,last,Verb,past,lasted,NaturalWikiText
The marriage lasted for the rest of Barbirolli 's life,2,last,Verb,past,lasted,NaturalWikiText
The occupation lasted until 1934,2,last,Verb,past,lasted,NaturalWikiText
"When Juan Perón was imprisoned , Eva Duarte was suddenly disenfranchised",0,when,Noun,singular,when,NaturalWikiText
"Georg Svendsen was the subeditor from 1918 until 1921 , when Evald O",10,when,Noun,singular,when,NaturalWikiText
When the U,0,when,Noun,singular,when,NaturalWikiText
When the U,0,when,Noun,singular,when,NaturalWikiText
The length of the head when excluding the mandibles is 4 mm ( 0 @,5,when,Noun,singular,when,NaturalWikiText
"The sermon is properly titled "" A Sermon on the Wretched Conditions of Ireland """,4,title,Noun,past,titled,NaturalWikiText
"Titled "" Aesthetics of Hate : R",0,title,Noun,past,titled,NaturalWikiText
Balu Mahendra 's defunct blog is also titled Moondram Pirai,7,title,Noun,past,titled,NaturalWikiText
"The non @-@ disclosure agreement was titled "" Covenant of Non @-@ Disclosure ; ' Doomsday Agreement ' """,6,title,Noun,past,titled,NaturalWikiText
"Raymond , titled Versus",2,title,Noun,past,titled,NaturalWikiText
The Prescott Evening Courier,2,even,Verb,base,evening,NaturalWikiText
A wonderful evening,2,even,Verb,base,evening,NaturalWikiText
"On the evening of 12 February , II",2,even,Verb,base,evening,NaturalWikiText
= = = Evening of the Bearded Heart = = =,3,even,Verb,base,evening,NaturalWikiText
@ 2 km ) north of Waegwan on the evening of the 7th,9,even,Verb,base,evening,NaturalWikiText
The Prescott Evening Courier,2,evene,Verb,base,evening,NaturalWikiText
A wonderful evening,2,evene,Verb,base,evening,NaturalWikiText
"On the evening of 12 February , II",2,evene,Verb,base,evening,NaturalWikiText
= = = Evening of the Bearded Heart = = =,3,evene,Verb,base,evening,NaturalWikiText
@ 2 km ) north of Waegwan on the evening of the 7th,9,evene,Verb,base,evening,NaturalWikiText
The yellow allotrope of antimony is the most unstable,1,yellow,Verb,base,yellow,NaturalWikiText
Cow urine ( Indian yellow ),4,yellow,Verb,base,yellow,NaturalWikiText
Pomegranate peel ( yellow ),3,yellow,Verb,base,yellow,NaturalWikiText
Weld herb ( yellow ),3,yellow,Verb,base,yellow,NaturalWikiText
The gape is a prominent yellow,5,yellow,Verb,base,yellow,NaturalWikiText
The yellow allotrope of antimony is the most unstable,1,yellow,Verb,positive,yellow,NaturalWikiText
Cow urine ( Indian yellow ),4,yellow,Verb,positive,yellow,NaturalWikiText
Pomegranate peel ( yellow ),3,yellow,Verb,positive,yellow,NaturalWikiText
Weld herb ( yellow ),3,yellow,Verb,positive,yellow,NaturalWikiText
The gape is a prominent yellow,5,yellow,Verb,positive,yellow,NaturalWikiText
